Refresco Cola Premium 985g,100000000116,Bebidas,2028-04-27,Great Value,167.2,159
Galletas de Chocolate Extra 397g,100000000117,Snacks,2028-05-03,Del Monte,399.6,55
Leche Entera Orgánico 645g,100000000118,Panadería,2027-02-26,Coca-Cola,266.84,73
Frijol Negro Fortificado 981g,100000000119,Alimentos,2028-04-08,Danone,344.33,179
Salsa de Tomate Extra 903g,100000000120,Panadería,2027-07-21,Quaker,393.86,394
Huevos Grandes Fortificado 265g,100000000121,Lácteos,2027-03-20,Great Value,6.14,659
Arroz Integral Light 230g,100000000122,Lácteos,2026-08-08,Great Value,203.2,838
Atún en Lata Clásico 560g,100000000123,Lácteos,2027-10-27,Del Monte,81.83,953
Aceite Vegetal Fortificado 363g,100000000124,Lácteos,2026-05-02,La Costeña,276.14,399
Chocolate en Barra Clásico 704g,100000000125,Enlatados,2027-12-20,Heinz,94.41,832
Mantequilla Extra 784g,100000000126,Alimentos,2028-04-11,Corona,437.76,518
Harina de Trigo Fortificado 402g,100000000127,Lácteos,2027-05-06,Kellogg's,192.73,754
Mantequilla Extra 965g,100000000128,Alimentos,2027-08-21,Danone,231.75,162
Yogur Natural Premium 241g,100000000129,Enlatados,2027-01-29,Corona,403.3,497
Arroz Integral Orgánico 889g,100000000130,Granos,2028-02-20,Coca-Cola,427.34,44
Azúcar Morena Clásico 702g,100000000131,Panadería,2027-10-07,Colgate,481.35,992
Aceite Vegetal Orgánico 723g,100000000132,Lácteos,2027-05-05,Colgate,97.25,19
Azúcar Morena Light 791g,100000000133,Snacks,2026-09-16,Danone,69.87,548
Azúcar Morena Extra 203g,100000000134,Granos,2028-05-16,Corona,489.18,661
Cereal de Maíz Orgánico 642g,100000000135,Granos,2027-10-16,Corona,298.79,862
Yogur Natural Extra 440g,100000000136,Granos,2027-10-08,Maggi,197.13,82
Pan Integral Fortificado 297g,100000000137,Enlatados,2026-08-12,Danone,214.85,558
Queso Mozzarella Fortificado 512g,100000000138,Alimentos,2026-07-24,Bimbo,16.8,377
Salsa de Tomate Clásico 990g,100000000139,Bebidas,2027-12-27,Nestlé,328.56,455
Huevos Grandes Fortificado 569g,100000000140,Lácteos,2028-06-05,Del Monte,342.87,807
Refresco Cola Clásico 613g,100000000141,Bebidas,2027-10-28,Corona,346.4,327
Café Molido Extra 642g,100000000142,Lácteos,2026-06-13,Maggi,295.95,999
Huevos Grandes Light 901g,100000000143,Panadería,2027-02-12,Coca-Cola,362.51,802
Huevos Grandes Light 450g,100000000144,Enlatados,2027-10-14,Quaker,430.95,503
Huevos Grandes Premium 964g,100000000145,Lácteos,2027-01-13,Pepsi,41.83,849
Jugo de Naranja Familiar 682g,100000000146,Lácteos,2027-07-29,Del Monte,124.7,533
Refresco Cola Extra 665g,100000000147,Snacks,2028-02-17,Quaker,463.11,613
Pasta Espagueti Premium 494g,100000000148,Lácteos,2027-09-17,Heinz,389.14,73
Aceite Vegetal Extra 675g,100000000149,Snacks,2028-05-01,Nestlé,379.78,608
Aceite Vegetal Premium 562g,100000000150,Alimentos,2027-12-30,Great Value,355.7,718
Galletas de Chocolate Clásico 631g,100000000151,Granos,2026-11-12,Danone,258.53,534
Refresco Cola Fortificado 441g,100000000152,Bebidas,2028-05-09,Bimbo,19.44,916
Huevos Grandes Orgánico 457g,100000000153,Panadería,2026-03-29,Nestlé,333.89,366
Galletas de Chocolate Fortificado 549g,100000000154,Enlatados,2027-06-27,La Costeña,482.54,891
Mantequilla Light 995g,100000000155,Lácteos,2027-06-11,Great Value,22.31,134
Refresco Cola Orgánico 710g,100000000156,Enlatados,2026-02-09,Corona,473.32,881
Pasta Espagueti Familiar 678g,100000000157,Snacks,2028-04-16,Pepsi,188.36,87
Pan Integral Premium 408g,100000000158,Lácteos,2026-06-02,Coca-Cola,264.41,588
Harina de Trigo Orgánico 688g,100000000159,Snacks,2026-05-11,Nestlé,303.65,16
Café Molido Orgánico 839g,100000000160,Lácteos,2026-06-02,Corona,84.04,685
Azúcar Morena Extra 919g,100000000161,Enlatados,2027-09-10,Maggi,24.88,764
Huevos Grandes Light 884g,100000000162,Enlatados,2026-10-24,Bimbo,153.59,149
Mantequilla Orgánico 722g,100000000163,Granos,2028-01-22,Kellogg's,309.04,675
Aceite Vegetal Clásico 863g,100000000164,Bebidas,2028-01-04,Pepsi,74.82,971
Arroz Integral Clásico 576g,100000000165,Bebidas,2026-03-19,Danone,228.55,521
Atún en Lata Premium 420g,100000000166,Panadería,2028-05-18,Nescafé,486.58,590
Arroz Integral Extra 930g,100000000167,Snacks,2026-12-18,La Costeña,273.28,458
Mantequilla Light 760g,100000000168,Enlatados,2026-08-21,Bimbo,73.46,133
Arroz Integral Fortificado 510g,100000000169,Snacks,2027-03-06,Great Value,283.79,790
Chocolate en Barra Clásico 740g,100000000170,Granos,2028-06-08,Corona,105.4,935
Leche Entera Light 618g,100000000171,Alimentos,2027-10-16,Pepsi,390.8,797
Leche Entera Extra 980g,100000000172,Bebidas,2027-10-07,Quaker,363.68,287
Refresco Cola Fortificado 501g,100000000173,Snacks,2028-02-17,Nescafé,423.27,229
Harina de Trigo Premium 634g,100000000174,Enlatados,2027-04-26,Quaker,155.33,987
Azúcar Morena Familiar 653g,100000000175,Lácteos,2026-06-19,La Costeña,309.02,618
Salsa de Tomate Premium 717g,100000000176,Alimentos,2027-11-29,Great Value,277.06,361
Chocolate en Barra Extra 821g,100000000177,Panadería,2028-05-31,Kellogg's,130.51,117
Arroz Integral Orgánico 859g,100000000178,Granos,2027-05-06,Bimbo,322.04,269
Azúcar Morena Premium 533g,100000000179,Panadería,2027-12-06,Del Monte,58.49,875
Cereal de Maíz Familiar 974g,100000000180,Alimentos,2027-08-14,Corona,227.13,617
Mantequilla Orgánico 914g,100000000181,Lácteos,2027-08-17,Heinz,208.35,152
Pan Integral Light 671g,100000000182,Snacks,2026-12-06,Nescafé,163.57,535
Chocolate en Barra Premium 327g,100000000183,Alimentos,2027-05-03,Colgate,201.27,553
Harina de Trigo Fortificado 286g,100000000184,Bebidas,2027-04-02,Del Monte,123.54,446
Leche Entera Extra 547g,100000000185,Bebidas,2026-07-14,Maggi,171.62,77
Salsa de Tomate Premium 717g,100000000186,Panadería,2027-09-28,Pepsi,242.73,219
Arroz Integral Clásico 203g,100000000187,Granos,2027-09-03,Coca-Cola,156.71,127
Huevos Grandes Clásico 757g,100000000188,Granos,2027-03-13,Bimbo,283.72,707
Jugo de Naranja Light 522g,100000000189,Granos,2027-10-09,Great Value,415.08,228
Galletas de Chocolate Fortificado 692g,100000000190,Bebidas,2027-09-30,Maggi,322.83,830
Queso Mozzarella Premium 551g,100000000191,Bebidas,2026-03-13,Pepsi,304.99,327
Huevos Grandes Orgánico 341g,100000000192,Granos,2027-03-12,Quaker,298.39,277
Aceite Vegetal Fortificado 425g,100000000193,Snacks,2026-10-23,La Costeña,339.61,497
Queso Mozzarella Extra 293g,100000000194,Panadería,2026-11-10,Quaker,193.98,123
Harina de Trigo Premium 508g,100000000195,Snacks,2026-05-09,Bimbo,456.5,579
Harina de Trigo Clásico 518g,100000000196,Lácteos,2026-03-27,Corona,46.38,45
Harina de Trigo Orgánico 857g,100000000197,Snacks,2027-08-21,Colgate,44.55,330
Yogur Natural Premium 358g,100000000198,Alimentos,2026-09-01,Pepsi,373.13,408
Aceite Vegetal Light 577g,100000000199,Lácteos,2027-08-12,Kellogg's,175.95,131
Mantequilla Extra 214g,100000000200,Bebidas,2027-10-22,La Costeña,86.56,257
Salsa de Tomate Extra 735g,100000000201,Panadería,2027-11-17,Nescafé,390.06,53
Cereal de Maíz Extra 904g,100000000202,Panadería,2027-10-08,Great Value,479.56,951
Cereal de Maíz Premium 558g,100000000203,Lácteos,2026-07-17,Del Monte,8.4,789
Yogur Natural Orgánico 719g,100000000204,Enlatados,2026-03-07,Maggi,332.15,435
Café Molido Clásico 332g,100000000205,Lácteos,2026-11-02,Del Monte,462.29,154
Atún en Lata Light 487g,100000000206,Panadería,2027-08-10,Corona,362.6,352
Yogur Natural Light 235g,100000000207,Granos,2027-06-21,Coca-Cola,400.64,229
Refresco Cola Extra 516g,100000000208,Granos,2027-12-14,Great Value,420.36,371
Refresco Cola Light 965g,100000000209,Lácteos,2028-03-22,Nescafé,112.81,721
Leche Entera Light 376g,100000000210,Snacks,2027-11-09,Corona,320.52,818
Atún en Lata Fortificado 585g,100000000211,Granos,2026-03-19,La Costeña,330.03,819
Aceite Vegetal Premium 641g,100000000212,Enlatados,2026-07-06,Heinz,457.29,819
Harina de Trigo Familiar 324g,100000000213,Snacks,2027-05-06,Kellogg's,97.13,860
Harina de Trigo Fortificado 468g,100000000214,Lácteos,2026-10-14,Bimbo,306.81,344
Yogur Natural Familiar 470g,100000000215,Bebidas,2027-09-22,Coca-Cola,105.81,291
Aceite Vegetal Premium 279g,100000000216,Enlatados,2028-04-22,Quaker,456.35,977
Chocolate en Barra Extra 938g,100000000217,Lácteos,2026-09-28,Great Value,323.8,360
Galletas de Chocolate Extra 275g,100000000218,Panadería,2026-11-28,Danone,455.57,548
Arroz Integral Fortificado 974g,100000000219,Snacks,2026-11-18,Pepsi,140.81,153
Cereal de Maíz Clásico 678g,100000000220,Enlatados,2028-06-11,Heinz,403.22,954
Yogur Natural Familiar 456g,100000000221,Alimentos,2027-11-06,La Costeña,359.41,275
Jugo de Naranja Fortificado 559g,100000000222,Panadería,2028-03-24,Danone,464.94,558
Atún en Lata Light 479g,100000000223,Panadería,2027-11-04,Nestlé,491.53,326
Jugo de Naranja Orgánico 398g,100000000224,Snacks,2027-01-13,Danone,138.61,170
Huevos Grandes Fortificado 964g,100000000225,Enlatados,2027-03-20,Del Monte,322.22,994
Mantequilla Premium 856g,100000000226,Granos,2026-08-22,Coca-Cola,252.93,218
Huevos Grandes Clásico 541g,100000000227,Alimentos,2027-12-08,Pepsi,470.98,499
Salsa de Tomate Premium 519g,100000000228,Panadería,2027-12-26,Colgate,80.46,79
Atún en Lata Light 439g,100000000229,Lácteos,2027-07-14,Maggi,233.48,863
Leche Entera Familiar 696g,100000000230,Granos,2027-04-07,Pepsi,338.43,621
Chocolate en Barra Fortificado 736g,100000000231,Lácteos,2027-12-27,Corona,495.63,213
Arroz Integral Light 362g,100000000232,Bebidas,2027-06-16,La Costeña,370.71,430
Leche Entera Orgánico 357g,100000000233,Alimentos,2026-05-08,La Costeña,365.3,46
Azúcar Morena Orgánico 567g,100000000234,Snacks,2027-05-26,Bimbo,346.86,911
Arroz Integral Premium 911g,100000000235,Granos,2027-11-20,Del Monte,464.09,472
Frijol Negro Light 741g,100000000236,Alimentos,2027-11-30,Nestlé,133.92,27
Refresco Cola Clásico 391g,100000000237,Bebidas,2026-04-17,Nescafé,265.79,652
Cereal de Maíz Familiar 220g,100000000238,Granos,2027-07-26,Bimbo,272.64,104
Pan Integral Familiar 814g,100000000239,Alimentos,2026-05-31,Del Monte,44.22,823
Café Molido Light 256g,100000000240,Bebidas,2028-01-07,Danone,190.24,835
Café Molido Clásico 936g,100000000241,Enlatados,2027-07-01,Nestlé,358.18,502
Yogur Natural Familiar 640g,100000000242,Granos,2028-02-05,Kellogg's,59.21,711
Queso Mozzarella Familiar 213g,100000000243,Granos,2026-03-25,Corona,336.19,133
Jugo de Naranja Premium 606g,100000000244,Enlatados,2026-10-18,Nescafé,430.39,757
Frijol Negro Extra 603g,100000000245,Lácteos,2027-11-03,Great Value,496.19,260
Refresco Cola Familiar 359g,100000000246,Bebidas,2027-10-22,Nestlé,369.13,262
Pan Integral Extra 680g,100000000247,Alimentos,2026-02-09,Bimbo,404.71,560
Harina de Trigo Extra 322g,100000000248,Lácteos,2027-04-09,Great Value,37.25,585
Pasta Espagueti Fortificado 807g,100000000249,Bebidas,2027-12-18,Heinz,313.85,98
Arroz Integral Fortificado 720g,100000000250,Enlatados,2026-07-20,Nestlé,299.92,438
Atún en Lata Familiar 950g,100000000251,Snacks,2027-01-10,Quaker,263.31,463
Pasta Espagueti Familiar 890g,100000000252,Enlatados,2027-11-07,Quaker,325.69,193
Atún en Lata Familiar 529g,100000000253,Alimentos,2028-03-16,Danone,272.56,698
Queso Mozzarella Premium 344g,100000000254,Alimentos,2026-02-10,Bimbo,144.61,580
Harina de Trigo Familiar 820g,100000000255,Granos,2028-03-11,Corona,119.02,917
Pan Integral Orgánico 427g,100000000256,Enlatados,2027-10-06,Coca-Cola,482.07,712
Refresco Cola Orgánico 741g,100000000257,Lácteos,2027-02-26,Pepsi,197.54,658
Café Molido Premium 302g,100000000258,Enlatados,2027-10-18,Nestlé,393.18,660
Aceite Vegetal Clásico 585g,100000000259,Lácteos,2028-05-13,Del Monte,90.53,8
Frijol Negro Fortificado 967g,100000000260,Lácteos,2027-07-31,La Costeña,493.86,669
Mantequilla Orgánico 332g,100000000261,Bebidas,2026-02-16,Nescafé,101.21,96
Jugo de Naranja Orgánico 314g,100000000262,Alimentos,2027-06-29,La Costeña,79.08,448
Refresco Cola Clásico 317g,100000000263,Snacks,2027-06-06,Corona,432.39,108
Jugo de Naranja Premium 201g,100000000264,Bebidas,2027-11-27,Danone,249.33,312
Jugo de Naranja Premium 216g,100000000265,Alimentos,2026-04-23,Heinz,277.16,477
Atún en Lata Premium 548g,100000000266,Alimentos,2026-08-02,Coca-Cola,412.87,270
Frijol Negro Familiar 587g,100000000267,Snacks,2026-07-17,Nescafé,338.63,113
Cereal de Maíz Fortificado 849g,100000000268,Enlatados,2026-07-22,Great Value,252.65,840
Azúcar Morena Orgánico 661g,100000000269,Lácteos,2027-06-20,Great Value,39.41,844
Mantequilla Light 711g,100000000270,Granos,2026-12-12,Coca-Cola,327.1,326
Huevos Grandes Premium 873g,100000000271,Snacks,2027-11-03,Colgate,340.09,851
Café Molido Clásico 788g,100000000272,Lácteos,2027-01-01,Coca-Cola,208.84,995
Harina de Trigo Orgánico 924g,100000000273,Enlatados,2027-08-04,Heinz,104.95,728
Frijol Negro Extra 965g,100000000274,Snacks,2026-08-31,Kellogg's,19.9,675
Mantequilla Extra 773g,100000000275,Bebidas,2027-07-31,Colgate,408.7,867
Jugo de Naranja Light 628g,100000000276,Enlatados,2026-12-04,Heinz,216.81,9
Cereal de Maíz Clásico 970g,100000000277,Enlatados,2026-03-07,Nescafé,255.71,742
Chocolate en Barra Orgánico 643g,100000000278,Granos,2026-02-15,Nescafé,342.28,385
Pan Integral Clásico 795g,100000000279,Alimentos,2027-07-10,Maggi,18.44,379
Salsa de Tomate Clásico 338g,100000000280,Bebidas,2028-02-08,Coca-Cola,143.12,657
Salsa de Tomate Familiar 605g,100000000281,Lácteos,2026-07-23,Maggi,427.67,173
Azúcar Morena Premium 643g,100000000282,Bebidas,2028-05-13,Heinz,441.61,657
Pan Integral Premium 266g,100000000283,Enlatados,2027-07-26,Nescafé,395.5,254
Azúcar Morena Light 548g,100000000284,Granos,2026-05-08,Corona,246.28,369
Café Molido Extra 930g,100000000285,Enlatados,2026-05-23,Nescafé,337.79,180
Frijol Negro Fortificado 396g,100000000286,Snacks,2027-03-03,Nescafé,17.46,808
Yogur Natural Light 789g,100000000287,Alimentos,2027-09-20,Bimbo,404.51,774
Pan Integral Premium 411g,100000000288,Panadería,2026-09-07,Corona,25.97,793
Cereal de Maíz Light 325g,100000000289,Snacks,2026-09-09,Del Monte,26.59,184
Yogur Natural Premium 607g,100000000290,Enlatados,2026-12-23,Great Value,8.26,968
Pan Integral Light 366g,100000000291,Alimentos,2026-06-30,Pepsi,487.63,713
Refresco Cola Extra 358g,100000000292,Alimentos,2026-04-25,Pepsi,181.51,419
Aceite Vegetal Fortificado 240g,100000000293,Enlatados,2027-04-13,Pepsi,47.56,63
Chocolate en Barra Orgánico 336g,100000000294,Panadería,2027-08-14,Coca-Cola,264.07,627
Atún en Lata Fortificado 468g,100000000295,Granos,2028-06-02,Corona,394.93,151
Aceite Vegetal Light 558g,100000000296,Granos,2026-02-12,Corona,347.3,508
Cereal de Maíz Orgánico 403g,100000000297,Bebidas,2028-02-28,Great Value,52.56,71
Harina de Trigo Clásico 813g,100000000298,Alimentos,2026-06-10,Pepsi,294.22,508
Pasta Espagueti Extra 959g,100000000299,Snacks,2028-05-12,Kellogg's,224.06,968
Leche Entera Fortificado 445g,100000000300,Lácteos,2028-01-25,Bimbo,259.22,381
Chocolate en Barra Extra 984g,100000000301,Enlatados,2026-11-08,Corona,95.08,790
Salsa de Tomate Extra 216g,100000000302,Lácteos,2027-09-10,Danone,432.88,948
Refresco Cola Fortificado 614g,100000000303,Snacks,2026-01-31,La Costeña,297.17,373
Arroz Integral Fortificado 868g,100000000304,Lácteos,2026-12-29,Quaker,138.37,870
Yogur Natural Extra 688g,100000000305,Granos,2026-10-11,Pepsi,147.13,518
Arroz Integral Premium 221g,100000000306,Enlatados,2026-10-22,Quaker,89.68,344
Queso Mozzarella Premium 531g,100000000307,Snacks,2026-11-28,Heinz,487.34,324
Arroz Integral Premium 711g,100000000308,Granos,2026-11-13,Kellogg's,351.18,175
Pasta Espagueti Clásico 310g,100000000309,Enlatados,2027-04-01,Nescafé,115.25,255
Queso Mozzarella Clásico 606g,100000000310,Granos,2026-12-06,Maggi,442.78,290
Chocolate en Barra Orgánico 763g,100000000311,Snacks,2028-04-15,Colgate,6.1,54
Chocolate en Barra Familiar 406g,100000000312,Lácteos,2028-01-11,Pepsi,262.86,151
Arroz Integral Orgánico 912g,100000000313,Bebidas,2026-03-12,Corona,347.09,621
Huevos Grandes Fortificado 900g,100000000314,Lácteos,2026-07-07,Del Monte,400.93,820
